हैं	Hin
कि	Hin
यहाँ	Hin
पे	Hin
जो	Hin
education	Eng
है	Hin
grad	Eng
school	Eng
का	Hin
,	Punct
वो	Hin
सबसे	Hin
best	Eng
है	Hin
पूरे	Hin
world	Eng
में	Hin
और	Hin
...	Punct
also	Eng
क्योंकि	Hin
Americans	Eng
बहुत	Hin
ही	Hin
friendly	Eng
होते	Hin
हैं	Hin
और	Hin
यहाँ	Hin
का	Hin
lifestyle	Eng
वगेरे	Hin
,	Punct
बहुत	Hin
ही	Hin
अच्छा	Hin
है	Hin
मतलब	Hin
,	Punct
सब	Hin
घुल	Hin
-	Punct
मिल	Hin
जाते	Hin
हैं	Hin
तो	Hin
इस	Hin
वजह	Hin
से	Hin
मुझे	Hin
अमेरिका	Hin
ही	Hin
आना	Hin
था	Hin
